"","m1.raw","m1.scaled","Microbiota.x","domain.x","m2.raw","m2.scaled","Microbiota.y","domain.y","m3.raw","m3.scaled","Microbiota.x.1","domain.x.1","m4.raw","m4.scaled","Microbiota.y.1","domain.y.1"
"Neisseriaceae|Conchiformibius",0.0134780790089009,4.19922036626566,"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae.g__Conchiformibius","microbiota",0.00314368933374543,1.69006876435283,"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae.g__Conchiformibius","microbiota",0.0145613392458918,2.78294481383277,"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae.g__Conchiformibius","microbiota",0.0216954439321719,4.78771855870896,"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae.g__Conchiformibius","microbiota"
"Nitrospiraceae|Nitrospira",0.0921119183858408,28.6983214303895,"k__Bacteria.p__Nitrospirae.c__Nitrospira.o__Nitrospirales.f__Nitrospiraceae.g__Nitrospira","microbiota",0.00885361656107064,4.75976447189046,"k__Bacteria.p__Nitrospirae.c__Nitrospira.o__Nitrospirales.f__Nitrospiraceae.g__Nitrospira","microbiota",0.00694988381204065,1.32825303942531,"k__Bacteria.p__Nitrospirae.c__Nitrospira.o__Nitrospirales.f__Nitrospiraceae.g__Nitrospira","microbiota",0.00557784077828516,1.23090967371812,"k__Bacteria.p__Nitrospirae.c__Nitrospira.o__Nitrospirales.f__Nitrospiraceae.g__Nitrospira","microbiota"
"Nocardiopsaceae|Nocardiopsis",0.0256619135985091,7.99520689476927,"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Streptosporangiales.f__Nocardiopsaceae.g__Nocardiopsis","microbiota",0.0037080764776104,1.99348713098643,"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Streptosporangiales.f__Nocardiopsaceae.g__Nocardiopsis","microbiota",0.0186419218166796,3.56282061447344,"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Streptosporangiales.f__Nocardiopsaceae.g__Nocardiopsis","microbiota",0.011722864208271,2.58698437822402,"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Streptosporangiales.f__Nocardiopsaceae.g__Nocardiopsis","microbiota"
"Opitutaceae|Diplosphaera",0.00211239433608235,0.6581360230789,"k__Bacteria.p__Verrucomicrobia.c__Opitutae.o__Opitutales.f__Opitutaceae.g__Diplosphaera","microbiota",NA,NA,NA,NA,0.0305611092740417,5.84080070678706,"k__Bacteria.p__Verrucomicrobia.c__Opitutae.o__Opitutales.f__Opitutaceae.g__Diplosphaera","microbiota",NA,NA,NA,NA
"Pasteurellaceae|Actinobacillus",0.00511050728010054,1.59222588310804,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Actinobacillus","microbiota",0.00706363190185566,3.7974565463787,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Actinobacillus","microbiota",0.0221332440694493,4.2300777254226,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Actinobacillus","microbiota",0.0242709728535303,5.35608248128322,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Actinobacillus","microbiota"
"Peptostreptococcaceae|Clostridioides",0.0236398265856996,7.36520695479686,"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Clostridioides","microbiota",0.00795246907726199,4.27530145637816,"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Clostridioides","microbiota",0.0257455655884672,4.92046006371499,"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Clostridioides","microbiota",0.0289156636996946,6.38106600469804,"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Clostridioides","microbiota"
"Petrotogales|Marinitoga",0.171688481666143,53.4911368593091,"k__Bacteria.p__Thermotogae.c__Thermotogae.o__Petrotogales.g__Marinitoga","microbiota",0.0388633350323992,20.8931932019451,"k__Bacteria.p__Thermotogae.c__Thermotogae.o__Petrotogales.g__Marinitoga","microbiota",0.0753411457497596,14.3991048688511,"k__Bacteria.p__Thermotogae.c__Thermotogae.o__Petrotogales.g__Marinitoga","microbiota",0.0342598070035584,7.56040366454501,"k__Bacteria.p__Thermotogae.c__Thermotogae.o__Petrotogales.g__Marinitoga","microbiota"
"Planococcaceae|Kurthia",0.0110204047054621,3.43350917093638,"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Planococcaceae.g__Kurthia","microbiota",0.007406228109198,3.9816385972575,"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Planococcaceae.g__Kurthia","microbiota",0.131142828823624,25.0638522448429,"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Planococcaceae.g__Kurthia","microbiota",0.0050834086608782,1.1217991235062,"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Planococcaceae.g__Kurthia","microbiota"
"Porphyromonadaceae|Sanguibacteroides",0.0155201117605913,4.83543458594913,"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Sanguibacteroides","microbiota",0.00263269874569094,1.41535674924406,"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Sanguibacteroides","microbiota",0.100593538451845,19.2253103517681,"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Sanguibacteroides","microbiota",0.00206138754380636,0.45490396191147,"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Sanguibacteroides","microbiota"
"Promicromonosporaceae|Cellulosimicrobium",0.00540987092130407,1.6854953986103,"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Promicromonosporaceae.g__Cellulosimicrobium","microbiota",0.00368371364438813,1.98038950616769,"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Promicromonosporaceae.g__Cellulosimicrobium","microbiota",0.00933501986968732,1.78409723821946,"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Promicromonosporaceae.g__Cellulosimicrobium","microbiota",0.00235286674845148,0.519227162760463,"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Promicromonosporaceae.g__Cellulosimicrobium","microbiota"
"Pseudonocardiaceae|Alloactinosynnema",0.0544009289889308,16.9491133568239,"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Pseudonocardiales.f__Pseudonocardiaceae.g__Alloactinosynnema","microbiota",0.00872252622283642,4.68928941458123,"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Pseudonocardiales.f__Pseudonocardiaceae.g__Alloactinosynnema","microbiota",0.031833895242909,6.08405395783523,"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Pseudonocardiales.f__Pseudonocardiaceae.g__Alloactinosynnema","microbiota",0.00371309197223935,0.819399658345866,"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Pseudonocardiales.f__Pseudonocardiaceae.g__Alloactinosynnema","microbiota"
"Pseudonocardiaceae|Kutzneria",0.0155080214182284,4.83166772778989,"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Pseudonocardiales.f__Pseudonocardiaceae.g__Kutzneria","microbiota",0.00150725155337927,0.810308685099507,"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Pseudonocardiales.f__Pseudonocardiaceae.g__Kutzneria","microbiota",0.00773794283518159,1.47886588721422,"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Pseudonocardiales.f__Pseudonocardiaceae.g__Kutzneria","microbiota",0.00246220679070952,0.543356161971794,"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Pseudonocardiales.f__Pseudonocardiaceae.g__Kutzneria","microbiota"
"raceASIAN",NA,NA,NA,NA,0.000177158432049018,0.095241577828255,NA,"clinical",NA,NA,NA,NA,0.0078965738738479,1.74260427231797,NA,"clinical"
"raceWHITE",0.00431429632597313,1.3441589848351,NA,"clinical",0.00118144760093164,0.635154264647148,NA,"clinical",0.00465911915954254,0.890444984703995,NA,"clinical",0.00921533937502217,2.03362749748436,NA,"clinical"
"Rhodobacteraceae|Ruegeria",0.00821358423076046,2.55901825171601,"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Ruegeria","microbiota",0.00650852232552335,3.49902586314238,"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Ruegeria","microbiota",0.0162080665193851,3.09766525596918,"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Ruegeria","microbiota",0.0051159746525149,1.12898573849455,"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Ruegeria","microbiota"
"Rhodothermaceae|Salisaeta",0.0314591022898244,9.80137473245442,"k__Bacteria.p__Bacteroidetes.o__Bacteroidetes_Order_II._Incertae_sedis.f__Rhodothermaceae.g__Salisaeta","microbiota",0.00266348980636033,1.43191023285328,"k__Bacteria.p__Bacteroidetes.o__Bacteroidetes_Order_II._Incertae_sedis.f__Rhodothermaceae.g__Salisaeta","microbiota",0.0242636659989511,4.63724128090776,"k__Bacteria.p__Bacteroidetes.o__Bacteroidetes_Order_II._Incertae_sedis.f__Rhodothermaceae.g__Salisaeta","microbiota",0.00876787995142858,1.9348828120423,"k__Bacteria.p__Bacteroidetes.o__Bacteroidetes_Order_II._Incertae_sedis.f__Rhodothermaceae.g__Salisaeta","microbiota"
"Ruminococcaceae|Ruminiclostridium",0.015640868929327,4.87305760047462,"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminiclostridium","microbiota",0.0272763782172972,14.6639664215183,"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminiclostridium","microbiota",0.0319297175364395,6.10236739386793,"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminiclostridium","microbiota",0.00710251788137006,1.5673731674037,"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminiclostridium","microbiota"
"Saprospiraceae|Lewinella",0.0204862259658417,6.38267346903602,"k__Bacteria.p__Bacteroidetes.c__Chitinophagia.o__Chitinophagales.f__Saprospiraceae.g__Lewinella","microbiota",0.000352943753824553,0.189744962235705,"k__Bacteria.p__Bacteroidetes.c__Chitinophagia.o__Chitinophagales.f__Saprospiraceae.g__Lewinella","microbiota",0.00701321793251319,1.34035737674837,"k__Bacteria.p__Bacteroidetes.c__Chitinophagia.o__Chitinophagales.f__Saprospiraceae.g__Lewinella","microbiota",0.00513727566491418,1.1336864144845,"k__Bacteria.p__Bacteroidetes.c__Chitinophagia.o__Chitinophagales.f__Saprospiraceae.g__Lewinella","microbiota"
"Spirochaetaceae|Sphaerochaeta",0.0114255671664693,3.55974128879117,"k__Bacteria.p__Spirochaetes.c__Spirochaetia.o__Spirochaetales.f__Spirochaetaceae.g__Sphaerochaeta","microbiota",0.000909224554527799,0.488805303658701,"k__Bacteria.p__Spirochaetes.c__Spirochaetia.o__Spirochaetales.f__Spirochaetaceae.g__Sphaerochaeta","microbiota",0.032660607035837,6.24205407429514,"k__Bacteria.p__Spirochaetes.c__Spirochaetia.o__Spirochaetales.f__Spirochaetaceae.g__Sphaerochaeta","microbiota",0.0149761376514134,3.30491196195927,"k__Bacteria.p__Spirochaetes.c__Spirochaetia.o__Spirochaetales.f__Spirochaetaceae.g__Sphaerochaeta","microbiota"
"Sporolactobacillaceae|Sporolactobacillus",0.0249607922333729,7.77676603878677,"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Sporolactobacillaceae.g__Sporolactobacillus","microbiota",0.000963113006225647,0.517776101757686,"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Sporolactobacillaceae.g__Sporolactobacillus","microbiota",0.0282612943744617,5.401262980244,"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Sporolactobacillaceae.g__Sporolactobacillus","microbiota",0.00277471400348761,0.612319792632026,"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Sporolactobacillaceae.g__Sporolactobacillus","microbiota"
"Streptomycetaceae|Kitasatospora",0.009075358585106,2.82751203465818,"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Streptomycetales.f__Streptomycetaceae.g__Kitasatospora","microbiota",0.00295294004861157,1.58752065148213,"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Streptomycetales.f__Streptomycetaceae.g__Kitasatospora","microbiota",0.0420993816977748,8.04598079771017,"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Streptomycetales.f__Streptomycetaceae.g__Kitasatospora","microbiota",0.0181180899264233,3.99827335454807,"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Streptomycetales.f__Streptomycetaceae.g__Kitasatospora","microbiota"
"Succinivibrionaceae|Succinimonas",0.0197428087008575,6.15105493365769,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Aeromonadales.f__Succinivibrionaceae.g__Succinimonas","microbiota",0.0203185628833092,10.9233975816265,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Aeromonadales.f__Succinivibrionaceae.g__Succinimonas","microbiota",0.039101145290489,7.47296163241226,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Aeromonadales.f__Succinivibrionaceae.g__Succinimonas","microbiota",0.0439362292277322,9.69578224492436,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Aeromonadales.f__Succinivibrionaceae.g__Succinimonas","microbiota"
"TGFb.gene19",0.19593709560324,61.0460171527935,NA,"immune",0.0136763526672998,7.35250019941976,NA,"immune",0.133945801620405,25.5995528748737,NA,"immune",0.0535990369871923,11.8281564053167,NA,"immune"
"Thermaceae|Meiothermus",0.0110231416249529,3.43436188355656,"k__Bacteria.p__Deinococcus.Thermus.c__Deinococci.o__Thermales.f__Thermaceae.g__Meiothermus","microbiota",0.00481370337603804,2.58787967035183,"k__Bacteria.p__Deinococcus.Thermus.c__Deinococci.o__Thermales.f__Thermaceae.g__Meiothermus","microbiota",0.0363562662812171,6.94836381386979,"k__Bacteria.p__Deinococcus.Thermus.c__Deinococci.o__Thermales.f__Thermaceae.g__Meiothermus","microbiota",0.0172837260779525,3.81414717144122,"k__Bacteria.p__Deinococcus.Thermus.c__Deinococci.o__Thermales.f__Thermaceae.g__Meiothermus","microbiota"
"Thermoanaerobacterales_Family_III_Incertae_Sedis|Thermoanaerobacterium",0.0145161726601027,4.52264805943612,"k__Bacteria.p__Firmicutes.c__Clostridia.o__Thermoanaerobacterales.f__Thermoanaerobacterales_Family_III._Incertae_Sedis.g__Thermoanaerobacterium","microbiota",0.0020624875614268,1.10880733888572,"k__Bacteria.p__Firmicutes.c__Clostridia.o__Thermoanaerobacterales.f__Thermoanaerobacterales_Family_III._Incertae_Sedis.g__Thermoanaerobacterium","microbiota",0.0142035880462499,2.71457185521451,"k__Bacteria.p__Firmicutes.c__Clostridia.o__Thermoanaerobacterales.f__Thermoanaerobacterales_Family_III._Incertae_Sedis.g__Thermoanaerobacterium","microbiota",0.0129932682267661,2.86733526274259,"k__Bacteria.p__Firmicutes.c__Clostridia.o__Thermoanaerobacterales.f__Thermoanaerobacterales_Family_III._Incertae_Sedis.g__Thermoanaerobacterium","microbiota"
"Tinfl.gene160",NA,NA,NA,NA,0.0235262098724948,12.6478504164854,NA,"immune",NA,NA,NA,NA,0.0343533191045617,7.58103977703192,NA,"immune"
"Tissue.TypeBrain",NA,NA,NA,NA,0.0641789784694369,34.5030552716988,NA,"tissue",NA,NA,NA,NA,0.106305616202861,23.4593665462959,NA,"tissue"
"Tissue.TypeEndocrine_tissues",NA,NA,NA,NA,0.00122550359185136,0.658839064966563,NA,"tissue",NA,NA,NA,NA,0.00672943337681398,1.48504142936624,NA,"tissue"
"Tissue.TypeFemale",0.159564895909843,49.7139214129237,NA,"tissue",0.0433508800579235,23.3057279250342,NA,"tissue",0.200336475142718,38.2880547664777,NA,"tissue",0.00869878849101491,1.91963581049188,NA,"tissue"
"Tissue.TypeGastrointestinal_tract",0.081145524359636,25.2816397868911,NA,"tissue",0.0683841992114141,36.7638105400182,NA,"tissue",0.0174896166607945,3.3425935046334,NA,"tissue",0.118963928190236,26.2527841603052,NA,"tissue"
"Tissue.TypeKidney_urinary_bladder",0.240095533413269,74.8039875039014,NA,"tissue",0.158292377541872,85.0990586273777,NA,"tissue",0.00942718323703862,1.80171138488994,NA,"tissue",0.00480395126706235,1.0601288781347,NA,"tissue"
"Tissue.TypeLiver_gallbladder",0.00551380632699039,1.71787743703327,NA,"tissue",NA,NA,NA,NA,0.00339625951097144,0.649088839486711,NA,"tissue",NA,NA,NA,NA
"Tissue.TypeLung",0.0130766200966824,4.07414212334297,NA,"tissue",0.0057288892933206,3.0798898431675,NA,"tissue",0.0503818302798067,9.62891193735141,NA,"tissue",0.0266198184984375,5.87442227284605,NA,"tissue"
"Tissue.TypeMale",0.0507047683351756,15.797540266624,NA,"tissue",NA,NA,NA,NA,0.14219610535229,27.1763405312474,NA,"tissue",NA,NA,NA,NA
"Tissue.TypeProximal_digestive_tract",0.000120648076146868,0.0375890257188819,NA,"tissue",0.00846694700777539,4.55188829050838,NA,"tissue",0.00411744852451279,0.786921575276746,NA,"tissue",0.00176234344649195,0.388911351709038,NA,"tissue"
"Tissue.TypeSkin",NA,NA,NA,NA,0.0565538341375623,30.4037258243995,NA,"tissue",NA,NA,NA,NA,0.0477454762625592,10.5364012606203,NA,"tissue"
"Vibrionaceae|Grimontia",0.0334604636305482,10.4249173973011,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Vibrionales.f__Vibrionaceae.g__Grimontia","microbiota",0.00914960176963864,4.91888813285197,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Vibrionales.f__Vibrionaceae.g__Grimontia","microbiota",0.0169000388177718,3.22991412996299,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Vibrionales.f__Vibrionaceae.g__Grimontia","microbiota",0.0271061999547673,5.98175621504893,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Vibrionales.f__Vibrionaceae.g__Grimontia","microbiota"
"Xanthomonadaceae|Lysobacter",0.042617830327175,13.2779798187666,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae.g__Lysobacter","microbiota",0.00670623818846061,3.60531925561613,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae.g__Lysobacter","microbiota",0.0795551386085175,15.2044778756723,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae.g__Lysobacter","microbiota",0.00566358681243895,1.24983198203028,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae.g__Lysobacter","microbiota"
